MAX FORCE = 163,6.472
MIN FORCE = 0,0.000
AVERAGE FORCE = 103.9,
UNIT = N,mm
DATA COUNT = 125160,
RECORDING RATE = 0.0005,
FILE DATE = 1/24/2023 2:46:56 PM,
COMMENT = ,
MARK POINT ON = ---,---
MARK POINT OFF = ---,---
THRESHOLD = ---,
1ST PEAK FORCE = ---,---
2ND PEAK FORCE = ---,---
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
0,0.000
